id,path
10118,1 8 116 21 112 113 14 9 4
3641,20 79 13 23 24 22 49 9 4
20886,1 8 39 101 102 44 9 4
14920,1 8 17 74 75 52 19
16602,1 8 43 39 43 43 11 21 22 62
17453,7 8 39 56 30 103 104 31 57 19
10605,1 8 60 17 21 22 22 12 9 10
20887,1 8 39 101 102 44 9 10
4569,1 8 41 39 11 21 47 21 22 48 12 9 10
16849,1 8 60 17 21 22 22 12 9 4
9250,1 8 41 39 11 21 47 21 22 48 12 9 4
22277,1 8 41 39 41 42 75 40 9 10
22968,7 8 50 21 32 21 47 21 22 61 19
10562,1 8 37 38 44 75 19
1134,1 8 39 40 19
23170,1 8 74 11 21 88 32 21 22 61 9 4
13933,1 8 50 47 48 22 33 38 42 9 10
14829,1 8 73 32 21 26 70 71 27 72 4
17563,1 17 88 32 88 32 88 32 21 22 61 19
15870,1 8 116 21 112 113 14 9 10
11234,20 43 39 11 12 99 100
13934,1 8 50 47 48 22 33 38 42 9 4
4341,7 8 50 47 48 22 12 40 67 40 9 4
11799,20 79 28 32 33 22 48 57 9 10
1373,7 8 50 47 48 22 12 40 67 40 9 10
11800,20 79 28 32 33 22 48 57 9 4
8495,7 8 11 12 69 52 9 4
26621,7 8 11 21 23 21 22 12 40 9 10
15835,7 8 68 28 30 32 33 22 18 10
3820,1 8 56 57 18 10
25124,1 8 41 39 41 42 42 40 9 10
2142,7 8 15 11 12 16 16 9 10
26622,7 8 11 21 23 21 22 12 40 9 4
2141,7 8 15 11 12 16 16 9 4
18079,1 8 56 57 18 19
20118,1 8 41 39 41 42 42 40 9 4
403,7 8 50 47 48 22 33 36 18 19
22858,1 8 41 42 42 44 9 4
402,7 8 50 47 48 22 33 36 18 10
8494,7 8 11 12 69 52 9 10
17297,1 8 41 39 41 42 75 40 9 4
22002,1 8 56 103 104 29 69 9 4
25324,1 8 51 35 32 33 22 49 9 10
4934,1 8 51 35 32 33 22 49 9 4
3710,7 8 50 47 48 22 33 31 36 40 9 4
19923,20 56 103 104 57 9 4
3709,7 8 50 47 48 22 33 31 36 40 9 10
19214,1 8 50 47 48 22 33 29 18 19
16562,7 8 58 21 23 21 22 33 38 9 4
19922,20 56 103 104 57 9 10
2097,1 8 50 47 48 22 33 29 18 10
149,7 8 50 47 48 22 33 31 14 40 9 4
10080,20 68 43 11 21 22 33 54 67 9 4
16054,7 8 58 21 23 21 22 33 38 9 10
150,7 8 50 47 48 22 33 31 14 40 9 10
10079,20 68 43 11 21 22 33 54 67 9 10
26016,7 8 17 21 88 32 21 22 12 9 4
9010,7 8 17 21 88 32 21 22 12 9 10
3009,7 8 17 21 47 21 22 18 10
6969,20 74 75 75 52 42 9 10
11463,1 17 32 33 34 33 38 19
18070,20 74 75 75 52 42 9 4
8515,1 8 74 41 11 21 22 18 9 4
10988,7 8 17 21 47 21 22 18 19
19198,1 8 17 21 22 33 14 12 9 4
19197,1 8 17 21 22 33 14 12 9 10
1745,20 37 30 32 33 22 12 9 4
5972,1 8 39 74 75 18 10
8150,7 8 41 43 114 115 44 9 4
18410,1 8 51 74 11 21 22 12 9 10
22812,7 8 50 21 23 21 22 12 81 9 4
23549,1 8 51 74 11 21 22 12 9 4
15034,1 8 11 12 42 75 75 9 10
16740,20 43 74 74 11 21 23 21 22 61 9 4
21343,1 8 80 66 67 9 4
23799,1 8 66 43 44 52 67 9 4
23354,1 8 11 21 22 24 36 42 9 10
20670,1 8 39 56 30 32 33 22 12 9 4
1746,20 37 30 32 33 22 12 9 10
16741,20 43 74 74 11 21 23 21 22 61 9 10
23353,1 8 11 21 22 24 36 42 9 4
22767,1 8 39 56 30 32 33 22 12 9 10
23798,1 8 66 43 44 52 67 9 10
21344,1 8 80 66 67 9 10
183,1 8 53 30 23 24 55 9 10
16466,7 8 56 30 32 33 22 12 40 9 10
18063,7 8 56 30 32 33 22 12 40 9 4
20720,1 8 77 21 22 102 9 4
11995,7 8 66 39 28 29 19
23422,1 8 17 32 33 78 9 4
12020,1 8 41 43 43 11 21 32 33 34 33 54 9 10
10400,1 17 21 26 70 71 27 72 4
2387,1 8 43 39 11 21 47 21 22 55 9 4
21680,7 8 66 56 32 33 61 76 19
16996,1 8 43 39 11 21 47 21 22 55 9 10
20800,1 8 37 30 31 29 40 40 9 10
3455,7 8 51 28 32 33 22 62
14119,1 8 37 38 44 18 10
371,1 8 39 56 30 32 33 12 9 10
14771,1 8 60 17 21 22 48 22 18 10
361,1 8 39 56 30 32 33 12 9 4
14772,1 8 60 17 21 22 48 22 18 19
19016,1 8 80 47 48 31 14 81 9 10
2951,7 8 43 11 21 22 33 54 9 10
7318,20 17 32 33 34 22 33 31 29 9 4
8627,1 8 56 47 48 12 9 4
20727,7 8 39 60 11 21 22 61 9 4
19372,7 8 41 74 43 44 42 75 9 4
16482,20 126 37 23 24 22 33 29 18 10
19017,1 8 80 47 48 31 14 81 9 4
19373,7 8 41 74 43 44 42 75 9 10
2952,7 8 43 11 21 22 33 54 9 4
7319,20 17 32 33 34 22 33 31 29 9 10
8284,7 8 39 60 11 21 22 61 9 10
8628,1 8 56 47 48 12 9 10
17452,7 8 60 17 21 22 33 104 29 44 9 10
25840,7 8 66 17 18 44 67 9 4
25162,1 8 23 24 22 18 19
25618,1 8 37 30 31 29 40 40 9 4
25450,20 41 39 13 32 33 22 12 40 9 10
17451,7 8 60 17 21 22 33 104 29 44 9 4
5318,1 8 23 24 22 18 10
16734,20 41 43 11 21 22 24 14 81 9 4
23073,7 8 66 17 18 44 67 9 10
16733,20 41 43 11 21 22 24 14 81 9 10
344,1 8 56 57 9 4
13374,20 37 30 31 38 42 9 10
4040,7 8 11 12 44 75 67 9 4
4802,7 8 17 73 21 26 70 71 27 10
19458,20 37 30 31 38 42 9 4
5990,1 8 17 32 33 78 9 10
343,1 8 56 57 9 10
13320,1 8 28 32 21 22 18 10
16092,20 11 21 22 33 29 40 9 10
14506,1 8 17 51 77 21 22 49 9 4
20691,20 73 32 21 47 21 26 70 71 27 72 4
906,1 8 17 51 77 21 22 49 9 10
4483,7 8 74 43 44 44 52 19
9004,1 17 88 32 88 32 88 32 21 22 18 10
16091,20 11 21 22 33 29 40 9 4
9475,1 8 39 11 11 21 22 62
25490,1 8 17 73 32 33 34 22 61 42 18 42 9 4
25171,20 43 44 52 75 9 4
13892,73 21 32 21 22 33 31 36 9 4
7968,7 8 17 74 43 11 21 22 78 9 4
11162,1 8 11 47 48 31 14 9 4
25172,20 43 44 52 75 9 10
17372,1 8 116 21 22 49 40 9 4
19712,1 8 60 17 21 22 33 38 44 9 4
12237,7 8 11 12 99 76 9 10
13891,73 21 32 21 22 33 31 36 9 10
17010,1 8 11 47 48 31 14 9 10
7791,7 8 17 74 43 11 21 22 78 9 10
23558,1 8 11 21 22 24 31 14 69 9 4
2239,7 8 11 12 99 76 9 4
2715,7 8 11 12 44 75 67 9 10
5839,1 8 66 35 36 67 40 9 4
3745,1 8 74 43 44 19
14286,1 8 80 35 32 33 22 12 81 9 10
13547,1 8 21 39 17 32 21 47 21 22 18 10
4060,1 8 66 35 36 67 40 9 10
12311,1 8 39 56 30 103 32 33 49 9 4
25918,1 8 116 21 22 49 40 9 10
4126,7 8 56 32 33 22 12 9 10
1603,7 8 56 32 33 22 12 9 4
2676,1 8 39 56 30 103 32 33 49 9 10
20651,1 8 39 39 60 17 21 22 12 9 4
12459,7 8 60 17 32 33 34 33 38 9 10
15668,20 41 74 43 44 44 75 42 40 67 40 9 4
26113,7 8 13 14 44 9 4
22701,7 8 50 21 21 32 33 34 33 14 69 9 10
17032,7 8 41 13 23 24 22 12 9 10
22700,7 8 50 21 21 32 33 34 33 14 69 9 4
6012,7 8 74 77 21 22 78 9 10
15665,20 41 74 43 44 44 75 42 40 67 40 9 10
25119,7 8 41 13 23 24 22 12 9 4
3996,20 53 32 33 22 12 40 9 10
2964,7 8 80 11 12 19
21384,1 8 53 32 33 22 33 29 9 10
18272,7 8 11 21 32 21 22 49 9 4
8632,20 73 21 22 90
3995,20 53 32 33 22 12 40 9 4
18354,7 8 11 21 32 21 22 49 9 10
24450,7 8 122 47 48 22 33 31 108 9 10
16161,1 8 80 35 32 33 22 12 81 9 4
25966,20 17 21 22 18 42 9 10
20963,1 8 101 47 21 22 102 9 10
5831,1 8 35 32 33 22 48 12 9 10
13853,1 8 35 32 33 22 48 12 9 4
1105,1 8 39 17 18 40 9 10
9262,20 17 21 32 21 32 21 22 33 38 9 4
8220,20 73 21 22 62
13552,20 17 21 32 21 32 21 22 33 38 9 10
1108,1 8 39 17 18 40 9 4
6135,1 8 41 43 43 37 32 33 22 18 10
2167,7 2 26 27 22 33 108 9 10
16893,1 8 39 11 21 32 33 34 22 12 40 9 10
7400,20 39 50 32 33 34 33 29 81 9 10
10532,20 56 30 30 32 33 22 18 10
16894,1 8 39 11 21 32 33 34 22 12 40 9 4
26648,1 8 39 51 11 21 32 33 34 22 18 19
10533,20 56 30 30 32 33 22 18 19
15739,1 8 17 21 22 78 9 4
26647,1 8 39 51 11 21 32 33 34 22 18 10
11191,1 8 43 37 38 9 10
6136,1 8 41 43 43 37 32 33 22 18 19
7401,20 39 50 32 33 34 33 29 81 9 4
24822,1 8 98 68 28 29 19
731,7 8 66 17 28 29 19
15738,1 8 17 21 22 78 9 10
14859,1 8 11 12 52 42 81 9 4
10156,7 8 35 36 42 18 10
22282,1 8 66 37 32 33 49 9 10
14860,1 8 11 12 52 42 81 9 10
5973,1 8 39 74 75 18 19
26358,1 8 43 39 11 21 32 33 34 22 12 40 9 10
10231,7 2 26 27 22 33 108 9 4
23216,1 8 80 11 21 47 21 22 18 10
26878,7 8 41 41 41 43 41 73 32 33 34 61 19
9671,1 8 50 21 32 21 22 18 10
26821,20 17 32 33 34 33 57 75 19
17760,20 41 17 43 44 44 18 42 9 4
23325,20 74 51 74 11 21 22 24 54 9 10
10213,1 8 106 17 11 21 22 12 16 9 10
964,7 8 66 77 78 9 4
17086,1 8 15 50 21 32 21 47 21 22 49 16 9 10
21450,20 41 17 43 44 44 18 42 9 10
23326,20 74 51 74 11 21 22 24 54 9 4
1241,1 8 39 77 21 22 33 36 40 9 4
8966,20 13 23 24 49 9 10
8967,20 13 23 24 49 9 4
16417,1 8 60 11 21 26 70 71 27 72 4
1240,1 8 39 77 21 22 33 36 40 9 10
5898,1 8 43 39 43 44 19
4687,1 8 15 50 21 32 21 47 21 22 49 16 9 4
24816,7 8 43 11 21 32 21 22 33 38 9 10
16715,1 8 41 43 11 32 21 22 33 54 9 4
25767,65 32 21 22 33 29 69 16 9 4
11624,1 8 43 37 38 9 4
24061,7 8 28 32 33 22 18 67 40 9 4
10846,1 8 98 101 21 47 21 22 61 9 4
16875,7 8 15 11 32 33 34 22 18 19
25766,65 32 21 22 33 29 69 16 9 10
10847,1 8 98 101 21 47 21 22 61 9 10
19505,7 8 39 43 11 21 22 33 104 29 40 9 10
7405,20 39 50 32 33 34 33 18 81 9 10
7913,20 39 50 32 33 34 33 18 81 9 4
16874,7 8 15 11 32 33 34 22 18 10
10055,7 8 66 77 78 9 10
10212,1 8 106 17 11 21 22 12 16 9 4
25149,83 21 32 33 34 18 19
24701,1 17 18 44 75 44 9 4
26323,1 8 11 32 47 21 22 33 29 9 4
7283,1 8 51 43 98 11 21 22 12 9 10
25148,83 21 32 33 34 18 10
18361,7 8 43 28 32 33 22 48 12 9 4
6274,1 8 41 41 56 47 48 49 9 10
11801,7 8 39 39 37 38 9 4
5174,1 8 68 17 21 32 21 26 70 71 27 72 4
5409,7 8 17 11 21 22 33 36 9 10
19102,7 8 43 28 32 33 22 48 12 9 10
5834,7 8 17 11 21 22 33 36 9 4
6275,1 8 41 41 56 47 48 49 9 4
9354,1 8 51 43 98 11 21 22 12 9 4
5356,1 8 50 47 48 22 78 40 40 9 10
23441,7 8 28 29 99 18 10
5147,1 8 74 43 11 21 22 48 12 9 4
19522,7 8 11 12 44 75 18 10
24627,7 8 13 30 31 57 40 40 9 4
15601,7 5 21 22 33 29 67 40 9 4
14509,7 8 17 51 17 53 54 19
11078,1 8 77 32 21 47 21 22 61 9 4
12870,7 5 21 22 33 29 67 40 9 10
1247,7 8 50 47 48 22 78 9 10
12382,1 8 39 50 32 33 34 33 29 40 9 4
1246,7 8 50 47 48 22 78 9 4
11079,1 8 77 32 21 47 21 22 61 9 10
19330,1 8 50 21 22 33 54 9 4
13108,1 8 98 41 37 38 44 99 9 4
23107,7 8 66 74 43 44 67 40 9 10
7600,1 8 37 23 24 22 24 38 9 4
2937,1 8 37 23 24 22 24 38 9 10
9610,1 8 68 11 21 23 21 22 12 9 4
8326,1 8 43 80 11 21 22 12 9 4
8504,1 8 103 103 32 33 49 9 10
9616,1 8 68 11 21 23 21 22 12 9 10
14243,1 8 103 103 32 33 49 9 4
4410,7 8 80 43 11 32 33 34 33 31 54 9 10
19146,7 8 50 21 32 21 47 21 22 33 29 40 9 10
10210,1 8 11 12 18 105 9 4
16243,1 8 66 11 12 69 67 9 4
12108,7 8 17 47 21 22 61 19
13038,7 8 50 21 32 21 47 21 22 33 29 40 9 4
13904,7 8 80 43 11 32 33 34 33 31 54 9 4
467,1 8 66 11 12 69 67 9 10
24986,7 8 66 74 43 44 67 40 9 4
23726,1 8 39 13 32 33 22 33 104 29 40 9 4
13737,20 41 74 41 42 42 9 10
13736,20 41 74 41 42 42 9 4
6910,20 43 11 21 32 33 34 12 9 4
6909,20 43 11 21 32 33 34 12 9 10
26202,1 8 17 56 30 31 57 18 9 10
25303,7 8 39 41 43 44 9 4
9165,1 8 41 28 32 33 22 62
9145,7 8 43 11 21 32 21 22 18 10
4242,20 41 11 47 48 38 9 4
17587,7 8 39 41 43 44 9 10
26746,7 8 66 43 11 21 22 33 29 9 10
12804,1 8 50 47 48 22 78 40 40 9 4
12442,20 28 109 32 33 22 12 9 4
17267,20 41 11 21 112 113 29 9 10
4243,20 41 11 47 48 38 9 10
12441,20 28 109 32 33 22 12 9 10
6755,1 8 17 37 38 19
11075,20 28 32 33 78 9 10
17268,20 41 11 21 112 113 29 9 4
17687,20 43 39 11 12 76 19
12541,1 17 21 32 21 22 61
5849,1 17 21 32 21 22 62
22745,1 8 15 11 12 12 16 9 10
22931,7 8 39 39 37 38 9 10
11076,20 28 32 33 78 9 4
20033,1 8 50 21 32 21 22 33 29 40 40 9 4
15844,1 8 17 32 21 47 21 22 61 19
2643,1 8 39 37 38 19
4023,1 8 41 42 75 19
25825,1 8 11 21 32 21 22 33 31 54 40 9 4
11516,7 8 56 32 33 61 19
12961,20 39 11 12 42 9 4
12962,20 39 11 12 42 9 10
16383,7 8 43 35 30 31 31 57 44 9 4
26465,7 8 43 39 41 42 40 9 4
2133,7 8 107 32 33 61 9 4
19906,1 8 77 21 22 33 54 42 9 4
8362,7 8 98 43 44 9 10
2134,7 8 107 32 33 61 9 10
19905,1 8 77 21 22 33 54 42 9 10
24690,7 8 17 21 22 33 31 38 9 4
15845,7 8 17 32 21 47 21 22 61 19
8809,1 26 27 22 61 19
20221,20 17 21 32 33 34 22 61 9 4
22945,7 8 28 29 99 9 10
15703,20 11 21 32 21 22 49 9 10
21531,20 11 21 32 21 47 21 22 33 29 40 40 9 10
4079,1 8 50 47 48 22 33 29 9 10
10234,20 11 21 32 21 22 49 9 4
7240,20 17 18 59 40 40 40 9 10
4078,1 8 50 47 48 22 33 29 9 4
9364,20 17 21 32 21 22 18 19
14295,7 8 51 11 21 22 12 81 9 4
24568,1 8 43 11 21 23 21 22 33 29 9 4
8815,20 17 21 32 21 22 18 10
8925,1 8 30 32 33 12 9 4
1643,7 8 73 21 32 33 34 22 48 12 9 4
8926,1 8 30 32 33 12 9 10
21485,1 8 43 11 21 23 21 22 33 29 9 10
21260,7 8 17 43 44 18 9 4
20755,7 8 50 47 48 12 81 44 9 4
9286,1 8 41 11 21 22 33 29 40 9 10
22871,1 8 35 30 32 33 62
4149,7 8 74 75 75 42 9 4
12387,7 8 50 47 48 12 81 44 9 10
17543,7 8 28 29 99 9 4
21848,1 8 17 51 11 21 32 33 34 22 12 9 4
2444,1 8 41 39 17 21 88 32 21 22 48 12 9 4
9967,7 8 98 43 44 9 4
23438,7 8 17 43 44 18 9 10
24766,1 8 39 39 60 17 18 59 40 40 9 4
8183,7 8 41 35 32 33 22 62
1601,20 41 74 43 43 11 21 32 33 34 22 12 9 10
7370,1 8 41 39 17 21 88 32 21 22 48 12 9 10
1602,20 41 74 43 43 11 21 32 33 34 22 12 9 4
17360,7 8 51 11 21 22 12 81 9 10
26364,7 8 58 21 22 18 10
10086,20 41 43 39 13 32 33 22 45
15148,7 8 43 74 41 42 19
6408,20 41 17 43 41 11 21 32 33 34 22 33 104 29 9 4
17146,7 8 53 109 110 38 75 9 4
23741,20 68 41 51 11 21 23 21 22 48 12 9 4
6407,20 41 17 43 41 11 21 32 33 34 22 33 104 29 9 10
11137,1 8 35 30 30 32 21 22 61 19
24507,7 8 60 17 21 23 21 22 33 9 10
3527,20 56 32 33 22 113 22 12 9 10
17326,20 17 32 21 22 33 110 54 9 4
9920,7 8 41 35 32 33 18 10
17325,20 17 32 21 22 33 110 54 9 10
18199,1 8 11 12 18 42 52 44 67 40 9 10
21937,7 8 41 35 36 9 4
3526,20 56 32 33 22 113 22 12 9 4
20970,7 8 17 51 74 43 11 21 22 49 9 10
4150,7 8 74 75 75 42 9 10
18376,1 8 41 11 21 22 33 29 40 9 4
21849,1 8 17 51 11 21 32 33 34 22 12 9 10
18702,7 8 37 32 33 22 24 38 9 10
22022,7 8 41 35 32 33 18 19
2015,7 8 41 39 41 42 40 9 4
17096,83 32 21 22 33 54 40 9 10
1797,7 8 73 21 32 33 34 22 48 12 9 10
13021,7 5 21 22 33 54 75 44 9 4
13020,7 5 21 22 33 54 75 44 9 10
8747,7 8 77 21 47 21 32 21 22 18 19
4179,1 8 17 43 44 42 18 42 9 10
7239,20 17 18 59 40 40 40 9 4
24673,83 21 32 21 22 78 9 10
17095,83 32 21 22 33 54 40 9 4
25264,7 8 41 11 21 32 21 22 12 40 40 9 10
9810,20 43 43 80 11 12 9 10
9811,20 43 43 80 11 12 9 4
10215,1 8 11 21 22 61 9 10
16185,20 11 21 32 33 34 22 33 57 9 4
20160,1 8 11 21 23 21 22 33 29 18 9 10
80,1 8 13 32 33 12 9 4
16184,20 11 21 32 33 34 22 33 57 9 10
2969,1 2 26 27 22 33 29 81 9 4
8746,7 8 77 21 47 21 32 21 22 18 10
8293,1 8 11 21 22 61 9 4
24672,83 21 32 21 22 78 9 4
11891,1 8 11 21 23 21 22 18 9 10
81,1 8 13 32 33 12 9 10
15042,7 8 35 103 32 33 61 76 19
26498,20 74 75 18 44 9 10
2970,1 2 26 27 22 33 29 81 9 10
21426,1 8 39 60 17 47 21 47 21 22 48 12 9 4
19520,20 74 75 18 44 9 4
25856,1 8 39 60 17 47 21 47 21 22 48 12 9 10
13201,7 8 11 32 33 34 33 31 38 19
18306,7 8 66 74 43 11 21 22 33 29 9 10
20323,1 8 39 11 21 47 21 22 12 40 40 9 4
24691,1 8 17 21 22 33 31 38 9 4
24692,1 8 17 21 22 33 31 38 9 10
25510,7 8 66 74 43 11 21 22 33 29 9 4
8205,7 8 37 30 23 24 22 33 54 40 9 10
2851,7 8 11 32 33 22 18 10
14113,7 8 43 53 32 33 22 12 67 9 4
8119,1 8 30 31 108 9 4
2852,7 8 11 32 33 22 18 19
5462,1 8 37 32 33 18 10
13504,1 8 35 30 30 32 33 34 22 61 19
7580,1 8 56 37 32 33 12 9 4
16477,7 8 39 17 21 22 78 9 10
5463,1 8 37 32 33 18 19
10818,7 8 11 32 21 32 21 22 18 10
18661,20 41 39 13 47 48 22 49 9 10
16478,7 8 39 17 21 22 78 9 4
4807,1 8 43 44 52 19
14795,1 8 28 32 33 22 33 38 9 10
25395,20 41 39 13 47 48 22 49 9 4
11274,1 8 28 29 44 75 19
13049,7 8 17 21 32 33 34 22 12 9 4
21607,1 8 28 32 33 22 33 38 9 4
13050,7 8 17 21 32 33 34 22 12 9 10
21769,1 8 41 56 30 23 24 22 33 57 40 9 4
12946,20 41 11 21 32 21 22 48 12 9 10
12945,20 41 11 21 32 21 22 48 12 9 4
6621,20 28 32 33 78 67 40 9 4
8120,1 8 30 31 108 9 10
14846,7 8 80 51 52 9 10
13171,1 8 39 11 12 76 40 9 10
26793,1 8 39 17 37 38 18 40 9 4
14742,20 41 41 39 11 12 40 9 10
16684,1 8 43 39 35 36 9 10
13170,1 8 39 11 12 76 40 9 4
6622,20 28 32 33 78 67 40 9 10
8017,7 8 43 53 32 33 22 12 67 9 10
14743,20 41 41 39 11 12 40 9 4
5441,1 8 39 39 40 42 9 10
14845,7 8 80 51 52 9 4
3198,1 8 39 39 40 42 9 4
7742,1 8 58 47 48 22 33 29 40 9 10
5099,7 8 11 32 47 21 22 12 9 4
7743,1 8 58 47 48 22 33 29 40 9 4
10922,7 8 41 28 30 32 33 18 10
17195,1 8 56 30 32 33 12 9 4
4747,7 8 35 103 104 36 9 10
6675,7 8 11 32 47 21 22 12 9 10
12774,7 8 17 11 30 31 9 4
5655,7 8 66 28 29 40 9 4
19138,20 73 21 32 21 23 21 22 18 10
13916,21 47 21 22 48 14 40 9 10
19585,7 8 66 28 29 40 9 10
13917,21 47 21 22 48 14 40 9 4
14865,7 8 11 47 48 54 52 9 4
17871,1 8 39 17 47 21 22 33 14 9 4
19722,20 79 73 21 26 70 71 27 10
4268,21 21 22 48 12 9 4
8181,1 8 43 80 17 21 47 21 22 61 19
19139,20 73 21 32 21 23 21 22 18 19
6961,7 8 35 103 104 36 9 4
17872,1 8 39 17 47 21 22 33 14 9 10
23959,1 8 51 11 21 32 21 22 33 29 9 10
12334,1 8 50 21 23 21 22 33 36 18 44 9 10
13287,7 8 39 11 32 21 21 22 117 9 10
23738,7 8 41 17 41 74 41 42 42 18 10
4267,21 21 22 48 12 9 10
13288,7 8 39 11 32 21 21 22 117 9 4
19360,1 8 50 21 23 21 22 33 36 18 44 9 4
19954,7 8 74 39 39 40 75 9 4
6733,1 8 35 30 32 33 22 18 19
19955,7 8 74 39 39 40 75 9 10
6644,1 8 41 98 74 75 19
7616,1 8 123 124 44 52 19
18831,7 8 39 77 21 32 21 22 49 9 4
18595,7 8 56 32 33 22 33 57 9 10
22212,1 8 28 32 21 22 62
14721,7 8 41 39 11 21 22 61 9 10
11574,7 8 56 32 33 22 33 57 9 4
1223,20 13 32 21 47 21 22 33 14 9 10
6732,1 8 35 30 32 33 22 18 10
4793,7 8 74 73 32 21 22 61 18 10
16476,1 8 39 17 21 22 78 9 10
18778,7 8 74 41 43 51 56 30 32 33 22 18 10
22789,1 8 11 12 52 69 9 10
22790,1 8 11 12 52 69 9 4
7774,7 8 11 21 32 21 22 33 31 38 9 10
8474,1 8 60 17 21 22 33 31 36 75 99 100
9525,1 8 41 11 21 32 33 34 22 12 40 9 4
4723,1 8 58 21 32 21 22 55 9 4
25600,1 8 43 41 56 57 19
16074,1 8 17 21 32 21 22 33 31 14 9 10
7079,1 8 39 68 11 21 22 49 40 9 10
9526,1 8 41 11 21 32 33 34 22 12 40 9 10
16073,1 8 17 21 32 21 22 33 31 14 9 4
16642,1 8 39 68 11 21 22 49 40 9 4
891,7 8 77 78 52 18 10
23269,1 8 43 11 21 32 21 112 113 57 9 10
536,20 73 21 26 70 71 27 10
24503,7 8 60 17 21 22 24 29 9 10
6126,1 8 43 44 42 19
6851,20 56 32 33 49 9 10
7807,7 8 17 28 32 33 22 18 10
14410,7 8 39 11 88 32 21 22 49 9 4
6850,20 56 32 33 49 9 4
13824,7 8 41 43 39 17 21 47 21 22 48 12 9 10
2295,7 8 41 43 39 17 21 47 21 22 48 12 9 4
1059,1 8 11 12 75 19
25506,20 28 32 33 22 33 12 9 10
14409,7 8 39 11 88 32 21 22 49 9 10
25507,20 28 32 33 22 33 12 9 4
15682,1 8 116 21 22 55 9 10
15681,1 8 116 21 22 55 9 4
591,1 8 11 12 76 19
2687,1 17 11 21 22 33 31 54 40 9 4
12575,20 37 32 33 61 76 19
77,7 8 17 21 22 12 9 4
3102,20 35 32 33 18 10
2688,1 17 11 21 22 33 31 54 40 9 10
78,7 8 17 21 22 12 9 10
2275,1 8 43 44 44 19
3103,20 35 32 33 18 19
5481,20 56 30 32 33 82
23457,1 8 66 17 21 47 21 22 12 9 4
23458,1 8 66 17 21 47 21 22 12 9 10
20008,7 8 11 12 40 67 9 4
20538,1 8 122 39 28 30 30 112 21 22 12 9 4
20005,7 8 11 12 40 67 9 10
20537,1 8 122 39 28 30 30 112 21 22 12 9 10
1948,7 8 41 11 47 48 12 9 4
5416,7 8 17 21 26 70 71 27 10
3788,7 8 39 60 17 21 47 21 22 18 19
6643,97 98 99 42 9 10
25582,7 8 17 21 32 21 26 70 94 95 96
13906,1 8 28 32 33 22
6642,97 98 99 42 9 4
2298,7 8 39 60 17 21 47 21 22 18 10
8496,1 8 51 68 69 19
7504,1 8 28 32 33 82
7165,1 8 37 38 52 9 10
26626,1 8 39 28 103 32 33 49 40 9 4
18540,7 8 43 41 74 75 76 19
19377,1 8 50 21 22 33 54 9 10
14871,1 8 101 47 48 22 18 10
7166,1 8 37 38 52 9 4
3307,1 8 28 32 33 62
22592,7 8 11 47 48 54 52 18 10
26945,1 8 66 74 43 44 44 67 9 4
3365,20 17 21 32 21 47 21 22 61 19
2798,1 8 37 32 33 22 62
2183,20 41 17 43 73 32 33 34 33 54 9 10
5552,1 8 74 41 43 11 21 22 12 9 4
8837,7 8 74 41 56 47 48 49 9 10
2184,20 41 17 43 73 32 33 34 33 54 9 4
3946,7 8 74 41 56 47 48 49 9 4
1944,1 8 41 11 47 48 12 9 10
16824,20 28 32 21 22 61 44 18 10
19109,7 8 41 41 74 75 52 42 9 4
12366,1 8 41 39 13 14 9 10
23323,20 51 28 32 33 22 33 29 9 4
13207,20 35 32 33 22 61 76 19
20124,1 8 106 17 21 23 21 22 61 19
1541,1 8 41 39 13 14 9 4
7132,20 11 21 22 22 40 40 9 10
26206,1 8 37 32 33 22 82
7131,20 11 21 22 22 40 40 9 4
6303,1 8 50 39 60 17 13 14 9 10
20020,1 8 58 23 24 22 102 9 4
20561,7 8 66 11 12 18 67 40 9 10
14331,1 8 17 21 32 21 47 21 22 61 19
26611,20 28 32 21 23 21 22 61 9 4
24688,20 74 43 11 21 22 33 57 9 10
5651,7 8 11 21 22 22 18 10
3632,7 8 11 88 32 21 47 21 22 18 10
24689,20 74 43 11 21 22 33 57 9 4
23896,7 8 66 11 21 22 48 12 9 4
21726,1 8 39 60 11 21 22 49 9 4
2594,1 8 50 47 48 22 33 38 40 9 10
2925,7 8 43 39 37 32 33 22 12 9 10
2773,1 8 50 47 48 22 33 38 40 9 4
3559,7 8 43 39 37 32 33 22 12 9 4
3659,20 11 21 32 21 22 33 31 14 9 4
7618,7 8 11 12 124 9 4
3658,20 11 21 32 21 22 33 31 14 9 10
5673,1 8 39 60 11 21 22 49 9 10
7619,7 8 11 12 124 9 10
21510,7 8 50 32 33 34 33 31 57 81 44 9 10
23858,1 8 39 41 17 18 42 40 9 4
9544,1 8 39 43 35 36 9 4
2367,20 11 32 21 47 21 22 33 29 9 4
4753,1 8 50 32 33 34 22 12 40 40 9 4
11749,7 8 17 21 32 21 22 24 14 12 9 10
22629,1 8 66 39 11 12 40 9 4
24228,7 8 11 21 32 21 47 21 22 61 9 10
12455,1 8 56 37 21 22 12 9 4
25182,1 8 50 47 48 33 38 67 40 9 4
24658,20 11 21 32 21 47 21 22 61 19
7629,1 8 56 37 21 22 12 9 10
17910,1 8 50 47 48 33 38 67 40 9 10
2971,7 8 80 13 14 19
25409,1 8 41 43 74 75 18 10
2201,7 8 43 80 28 29 81 44 9 10
